GameDate,GameId,HomeTeam,AwayTeam,OpeningHomeMoneyLine,OpeningAwayMoneyLine,OpeningPointSpread,OpeningHomeSpreadOdds,OpeningAwaySpreadOdds,OpeningOverUnder,OpeningOverOdds,OpeningUnderOdds,HomeScore,AwayScore,Winner,Favorite,CorrectSide,TotalRuns,OverHit,UnderHit,PushTotal
2025-03-27,74315,NYY,MIL,-127,107,-1.3,122,-146,6.0,-90,-99,4,2,Home,Home,True,6,False,False,True
2025-03-27,74316,TOR,BAL,-94,-94,1.1,-165,137,6.3,-88,-101,2,12,Away,Away,True,14,True,False,False
2025-03-27,74317,WSH,PHI,117,-139,1.1,-116,98,6.0,-105,88,3,7,Away,Away,True,10,True,False,False
2025-03-27,74318,TEX,BOS,94,-112,1.1,-139,117,6.0,-94,-94,2,5,Away,Away,True,7,True,False,False
2025-03-27,74312,CHW,LAA,117,-139,1.1,-107,90,6.0,-99,-90,8,1,Home,Away,False,9,True,False,False
2025-03-27,74313,HOU,NYM,-105,88,1.1,-176,146,6.0,86,-103,3,1,Home,Home,True,4,False,True,False
2025-03-27,74319,MIA,PIT,112,-133,1.1,-127,107,6.0,-96,-93,5,4,Home,Away,False,9,True,False,False
2025-03-27,74320,CIN,SF,-99,-90,1.1,-159,132,6.0,-99,-90,4,6,Away,Home,False,10,True,False,False
2025-03-27,74321,KC,CLE,-143,120,-1.3,107,-127,6.3,-96,-93,4,7,Away,Home,False,11,True,False,False
2025-03-27,74322,SD,ATL,86,-103,1.1,-155,129,6.0,-107,90,7,4,Home,Away,False,11,True,False,False
2025-03-27,74323,STL,MIN,-88,-101,1.1,-150,125,6.0,-88,-101,5,3,Home,Away,False,8,True,False,False
2025-03-27,74324,LAD,DET,-146,122,-1.3,117,-139,6.0,-107,90,5,4,Home,Home,True,9,True,False,False
2025-03-27,74314,ARI,CHC,-105,88,1.1,-170,141,6.3,-93,-96,6,10,Away,Home,False,16,True,False,False
2025-03-27,74325,SEA,ATH,-155,129,-1.3,107,-127,6.0,-88,-101,4,2,Home,Home,True,6,False,False,True
2025-03-28,74327,TB,COL,-285,235,-2.0,-137,-150,10.5,-137,-150,3,2,Home,Home,True,5,False,True,False
2025-03-28,74328,TOR,BAL,-170,144,-2.0,209,-251,11.0,-157,131,8,2,Home,Home,True,10,False,True,False
2025-03-28,74329,MIA,PIT,162,-193,2.0,-186,157,10.5,-150,-137,3,4,Away,Away,True,7,False,True,False
2025-03-28,74330,TEX,BOS,-137,-150,2.0,-217,183,11.0,-137,-150,4,1,Home,Away,False,5,False,True,False
2025-03-28,74334,HOU,NYM,-157,131,2.0,-268,222,10.5,-154,-133,1,3,Away,Home,False,4,False,True,False
2025-03-28,74326,ARI,CHC,-186,157,-2.0,190,-229,11.0,-137,-141,8,1,Home,Home,True,9,False,True,False
2025-03-28,74331,SD,ATL,-170,149,-2.0,201,-242,11.0,-157,131,4,3,Home,Home,True,7,False,True,False
2025-03-28,74332,SEA,ATH,-193,162,-2.0,201,-242,11.0,-146,-141,0,7,Away,Home,False,7,False,True,False
2025-03-28,74333,LAD,DET,-301,248,-2.0,-141,-146,11.0,133,-159,8,5,Home,Home,True,13,True,False,False
2025-03-29,74336,NYY,MIL,-87,73,-0.8,65,-77,6.0,-59,-56,20,9,Home,Home,True,29,True,False,False
2025-03-29,74337,CHW,LAA,71,-85,0.4,-63,52,6.0,-60,-55,0,1,Away,Away,True,1,False,True,False
2025-03-29,74340,STL,MIN,-56,-59,0.4,-94,78,6.0,-58,-58,5,1,Home,Away,False,6,False,False,True
2025-03-29,74341,TOR,BAL,-65,55,-0.8,84,-100,6.0,-59,-56,5,9,Away,Home,False,14,True,False,False
2025-03-29,74342,WSH,PHI,68,-81,0.4,-68,58,6.0,-56,-59,6,11,Away,Away,True,17,True,False,False
2025-03-29,74335,TB,COL,-104,86,-0.8,58,-68,6.0,52,-63,1,2,Away,Home,False,3,False,True,False
2025-03-29,74343,MIA,PIT,58,-68,0.4,-85,71,6.0,-62,-53,5,4,Home,Away,False,9,True,False,False
2025-03-29,74344,CIN,SF,-63,52,0.4,-104,86,6.0,-60,-55,3,2,Home,Home,True,5,False,True,False
2025-03-29,74345,KC,CLE,-63,52,0.4,-100,84,6.0,52,-63,4,3,Home,Home,True,7,True,False,False
2025-03-29,74346,TEX,BOS,-60,-55,0.4,-97,81,6.0,-55,-60,4,3,Home,Home,True,7,True,False,False
2025-03-29,74338,HOU,NYM,-65,55,-0.8,89,-107,6.0,-63,52,2,1,Home,Home,True,3,False,True,False
2025-03-29,74347,SD,ATL,68,-81,0.4,-68,58,6.0,-56,-59,1,0,Home,Away,False,1,False,True,False
2025-03-29,74339,ARI,CHC,-64,53,0.4,-104,86,6.0,-55,-60,3,4,Away,Home,False,7,True,False,False
2025-03-29,74348,LAD,DET,-107,89,-0.8,53,-64,6.0,-55,-60,7,3,Home,Home,True,10,True,False,False
2025-03-29,74349,SEA,ATH,-94,78,-0.8,68,-81,6.0,-59,-56,2,4,Away,Home,False,6,False,False,True
2025-03-30,74351,NYY,MIL,-216,181,-2.0,212,-256,11.0,-158,-164,12,3,Home,Home,True,15,True,False,False
2025-03-30,74355,WSH,PHI,175,-207,2.0,-197,167,11.0,-153,-168,5,1,Home,Away,False,6,False,True,False
2025-03-30,74356,TOR,BAL,-197,167,-2.0,219,-263,11.0,146,-175,3,1,Home,Home,True,4,False,True,False
2025-03-30,74350,TB,COL,-289,240,-2.0,175,-207,11.0,-168,-153,6,4,Home,Home,True,10,False,True,False
2025-03-30,74357,MIA,PIT,-183,153,-2.0,248,-300,11.0,-172,-149,3,2,Home,Home,True,5,False,True,False
2025-03-30,74358,CIN,SF,-153,-168,2.0,-237,199,11.0,-168,-153,3,6,Away,Away,True,9,False,True,False
2025-03-30,74352,CHW,LAA,153,-183,2.0,-226,190,11.0,-158,-164,2,3,Away,Away,True,5,False,True,False
2025-03-30,74359,KC,CLE,-168,-153,2.0,-289,240,10.2,-168,-153,2,6,Away,Home,False,8,False,True,False
2025-03-30,74360,STL,MIN,-158,-164,2.0,-263,219,11.0,-149,-172,9,2,Home,Away,False,11,False,False,True
2025-03-30,74361,TEX,BOS,-237,199,-2.0,190,-226,11.0,-153,-168,3,2,Home,Home,True,5,False,True,False
2025-03-30,74354,ARI,CHC,-178,149,2.0,-289,240,11.0,-153,-168,10,6,Home,Home,True,16,True,False,False
2025-03-30,74363,SEA,ATH,-270,225,-2.0,181,-216,11.0,149,-178,2,1,Home,Home,True,3,False,True,False
2025-03-30,74362,SD,ATL,-190,161,-2.0,234,-281,11.0,-164,-158,5,0,Home,Home,True,5,False,True,False
2025-03-31,74365,CHW,MIN,111,-134,0.7,-71,-78,6.0,-83,69,9,0,Home,Away,False,9,True,False,False
2025-03-31,74367,MIL,KC,-81,68,0.7,-130,108,6.0,-78,-71,1,11,Away,Home,False,12,True,False,False
2025-03-31,74368,BAL,BOS,-96,81,-1.0,92,-110,6.0,-76,-73,8,5,Home,Home,True,13,True,False,False
2025-03-31,74369,PHI,COL,-220,176,-1.0,-100,84,6.0,-71,-78,6,1,Home,Home,True,7,True,False,False
2025-03-31,74370,MIA,NYM,108,-130,0.7,-71,-78,6.0,-80,-69,4,10,Away,Away,True,14,True,False,False
2025-03-31,74371,CIN,TEX,68,-81,0.7,-105,88,6.0,68,-81,14,3,Home,Away,False,17,True,False,False
2025-03-31,74364,TB,PIT,-122,102,-1.0,77,-91,6.0,-80,-69,6,1,Home,Home,True,7,True,False,False
2025-03-31,74372,TOR,WSH,-118,98,-1.0,81,-96,6.0,-76,-73,5,2,Home,Home,True,7,True,False,False
2025-03-31,74373,STL,LAA,-112,95,-1.0,88,-105,6.0,-71,-78,4,5,Away,Home,False,9,True,False,False
2025-03-31,74366,HOU,SF,-91,77,-1.0,111,-134,6.0,-71,-78,2,7,Away,Home,False,9,True,False,False
2025-03-31,74374,SD,CLE,-91,77,-1.0,104,-125,6.0,-78,-71,7,2,Home,Home,True,9,True,False,False
2025-03-31,74375,SEA,DET,-83,69,-1.0,115,-139,6.0,-78,-71,6,9,Away,Home,False,15,True,False,False
2025-03-31,74376,ATH,CHC,84,-100,0.7,-88,74,6.0,-78,-71,3,18,Away,Away,True,21,True,False,False
2025-03-31,74377,LAD,ATL,-152,125,-1.0,-78,-71,6.0,-69,-80,6,1,Home,Home,True,7,True,False,False
2025-04-01,74381,MIA,NYM,93,-111,0.8,-97,82,6.0,-82,-75,4,2,Home,Away,False,6,False,False,True
2025-04-01,74382,CIN,TEX,93,-111,0.8,-93,79,6.0,-80,-77,0,1,Away,Away,True,1,False,True,False
2025-04-01,74378,TB,PIT,-119,100,-1.1,89,-106,6.0,-73,-84,7,0,Home,Home,True,7,True,False,False
2025-04-01,74383,NYY,ARI,75,-89,0.8,-116,97,6.0,-75,-82,5,7,Away,Away,True,12,True,False,False
2025-04-01,74384,TOR,WSH,-116,97,-1.1,93,-111,6.0,-82,-75,5,3,Home,Home,True,8,True,False,False
2025-04-01,74379,CHW,MIN,100,-119,0.8,-93,79,6.0,73,-87,3,8,Away,Away,True,11,True,False,False
2025-04-01,74385,MIL,KC,-89,75,-1.1,117,-142,6.0,-82,-75,5,0,Home,Home,True,5,False,True,False
2025-04-01,74386,STL,LAA,-102,86,-1.1,104,-125,6.0,-80,-77,7,9,Away,Home,False,16,True,False,False
2025-04-01,74380,HOU,SF,82,-97,0.8,-106,89,6.0,-80,-77,1,3,Away,Away,True,4,False,True,False
2025-04-01,74387,SD,CLE,-129,107,-1.1,89,-106,6.0,-73,-84,7,0,Home,Home,True,7,True,False,False
2025-04-01,74388,SEA,DET,-125,104,-1.1,97,-116,6.0,-89,75,1,4,Away,Home,False,5,False,True,False
2025-04-01,74389,ATH,CHC,79,-93,0.8,-111,93,6.0,-75,-82,4,7,Away,Away,True,11,True,False,False
2025-04-01,74390,LAD,ATL,-93,79,-1.1,110,-132,6.0,-73,-84,3,1,Home,Home,True,4,False,True,False
2025-04-02,74394,CIN,TEX,-202,171,-2.0,231,-277,11.0,-168,-162,0,1,Away,Home,False,1,False,True,False
2025-04-02,74391,TB,PIT,-157,-172,2.0,-277,231,10.5,-172,-157,2,4,Away,Away,True,6,False,True,False
2025-04-02,74395,MIL,KC,-187,157,2.0,-307,255,11.0,-172,-157,3,2,Home,Home,True,5,False,True,False
2025-04-02,74396,STL,LAA,-232,195,-2.0,210,-249,11.0,-168,-162,12,5,Home,Home,True,17,True,False,False
2025-04-02,74392,CHW,MIN,246,-297,2.0,-165,-165,10.5,-177,-153,1,6,Away,Away,True,7,False,True,False
2025-04-02,74397,TOR,WSH,-168,-162,2.0,-277,231,11.0,-177,-153,4,2,Home,Home,True,6,False,True,False
2025-04-02,74398,ATH,CHC,-177,-153,2.0,-277,231,11.0,-162,-168,2,10,Away,Home,False,12,True,False,False
2025-04-02,74393,HOU,SF,-262,217,-2.0,180,-213,11.0,153,-183,3,6,Away,Home,False,9,False,True,False
2025-04-02,74399,SD,CLE,-277,231,-2.0,180,-213,11.0,-172,-157,5,2,Home,Home,True,7,False,True,False
2025-04-02,74400,SEA,DET,157,-187,2.0,-270,225,11.0,-153,-177,3,2,Home,Away,False,5,False,True,False
2025-04-02,74401,MIA,NYM,270,-327,2.0,165,-195,11.0,-168,-162,5,6,Away,Away,True,11,False,False,True
2025-04-02,74402,BAL,BOS,165,-195,2.0,-243,204,11.0,-172,-157,0,3,Away,Away,True,3,False,True,False
2025-04-02,74403,PHI,COL,-487,389,-2.0,-195,165,10.5,-172,-157,5,1,Home,Home,True,6,False,True,False
2025-04-02,74404,NYY,ARI,-222,186,-2.0,213,-255,11.0,-153,-177,3,4,Away,Home,False,7,False,True,False
2025-04-02,74405,LAD,ATL,-345,285,-2.0,-183,153,11.0,-177,-153,6,5,Home,Home,True,11,False,False,True
2025-04-03,74406,BAL,BOS,-98,82,-1.2,125,-150,6.0,-80,-92,4,8,Away,Home,False,12,True,False,False
2025-04-03,74407,PHI,COL,-176,145,-1.2,-98,82,6.1,-84,-88,3,1,Home,Home,True,4,False,True,False
2025-04-03,74408,MIN,HOU,-111,94,-1.2,128,-155,6.0,-90,78,2,5,Away,Home,False,7,True,False,False
2025-04-03,74409,NYY,ARI,-111,94,-1.2,111,-133,6.0,78,-94,9,7,Home,Home,True,16,True,False,False
2025-04-03,74410,MIL,CIN,-94,78,0.9,-150,125,6.0,-88,-84,1,0,Home,Home,True,1,False,True,False
2025-04-04,74411,DET,CHW,-343,279,-1.9,-156,130,11.0,-153,-132,7,4,Home,Home,True,11,False,False,True
2025-04-04,74412,BOS,STL,-158,132,2.0,-249,207,11.0,-143,-143,13,9,Home,Home,True,22,True,False,False
2025-04-04,74413,CHC,SD,-215,181,-1.9,181,-215,11.0,-140,-145,3,1,Home,Home,True,4,False,True,False
2025-04-04,74414,NYM,TOR,-184,156,-1.9,200,-240,11.0,-140,-145,5,0,Home,Home,True,5,False,True,False
2025-04-04,74415,COL,ATH,-136,-149,2.0,-215,181,11.0,-140,-145,3,6,Away,Away,True,9,False,True,False
2025-04-04,74416,PIT,NYY,194,-233,2.0,-149,-136,11.0,-149,-136,4,9,Away,Away,True,13,True,False,False
2025-04-04,74417,SF,SEA,-192,161,-1.9,194,-233,10.4,-132,-153,10,9,Home,Home,True,19,True,False,False
2025-04-04,74418,WSH,ARI,176,-210,2.0,-162,136,11.0,-136,-149,4,6,Away,Away,True,10,False,True,False
2025-04-04,74419,PHI,LAD,148,-175,2.0,-192,161,10.4,-143,-143,3,2,Home,Away,False,5,False,True,False
2025-04-04,74420,ATL,MIA,-318,259,-1.9,-149,-136,11.0,-143,-143,10,0,Home,Home,True,10,False,True,False
2025-04-04,74421,KC,BAL,-145,-140,2.0,-240,200,11.0,-145,-140,8,2,Home,Home,True,10,False,True,False
2025-04-04,74422,TEX,TB,-175,148,-1.9,200,-240,11.0,-136,-149,5,2,Home,Home,True,7,False,True,False
2025-04-04,74423,MIL,CIN,-168,143,-1.9,213,-257,10.4,-149,-136,3,2,Home,Home,True,5,False,True,False
2025-04-04,74424,LAA,CLE,-132,-153,2.0,-227,188,10.4,-132,-153,6,8,Away,Away,True,14,True,False,False
2025-04-05,74426,DET,CHW,-145,119,-0.9,-64,-64,6.0,-59,-68,7,2,Home,Home,True,9,True,False,False
2025-04-05,74427,MIN,HOU,-75,64,-0.9,95,-115,6.0,-65,-63,6,1,Home,Home,True,7,True,False,False
2025-04-05,74428,CHC,SD,-68,-59,0.5,-119,99,6.0,-71,59,7,1,Home,Home,True,8,True,False,False
2025-04-05,74429,WSH,ARI,66,-78,0.5,-86,72,6.0,-70,58,4,3,Home,Away,False,7,True,False,False
2025-04-05,74430,PHI,LAD,-63,-65,0.5,-102,84,6.0,-59,-67,1,3,Away,Away,True,4,False,True,False
2025-04-05,74431,PIT,NYY,79,-94,0.5,-65,-63,6.0,-67,-61,4,10,Away,Away,True,14,True,False,False
2025-04-05,74433,KC,BAL,-67,-61,0.5,-126,104,6.0,-61,-67,1,8,Away,Home,False,9,True,False,False
2025-04-05,74434,TEX,TB,-107,89,-0.9,70,-82,6.0,-63,-65,6,4,Home,Home,True,10,True,False,False
2025-04-05,74435,NYM,TOR,-78,66,-0.9,93,-111,6.0,-67,-61,3,2,Home,Home,True,5,False,True,False
2025-04-05,74436,MIL,CIN,-75,64,0.5,-119,99,6.0,-68,-59,7,11,Away,Home,False,18,True,False,False
2025-04-05,74437,ATL,MIA,-150,122,-0.9,-75,64,6.0,59,-71,0,4,Away,Home,False,4,False,True,False
2025-04-05,74438,COL,ATH,-65,-63,0.5,-102,84,6.0,-59,-68,4,7,Away,Home,False,11,True,False,False
2025-04-05,74425,SF,SEA,-71,59,0.5,-119,99,6.0,-63,-65,4,1,Home,Home,True,5,False,True,False
2025-04-05,74439,LAA,CLE,75,-90,0.5,-78,66,6.0,59,-71,10,4,Home,Away,False,14,True,False,False
2025-04-06,74441,WSH,ARI,205,-246,2.0,-157,-143,10.2,-157,-143,5,4,Home,Away,False,9,False,True,False
2025-04-06,74442,PHI,LAD,150,-177,2.0,-211,177,11.0,-166,139,8,7,Home,Away,False,15,True,False,False
2025-04-06,74444,PIT,NYY,194,-232,2.0,-150,-150,11.0,-161,-139,5,4,Home,Away,False,9,False,True,False
2025-04-06,76746,BOS,STL,-170,143,-2.0,218,-262,11.0,-153,-147,5,4,Home,Home,True,9,False,True,False
2025-04-06,74445,DET,CHW,-252,210,-2.0,155,-184,10.2,-147,-153,4,3,Home,Home,True,7,False,True,False
2025-04-06,74446,NYM,TOR,-211,177,-2.0,210,-252,11.0,-153,-147,2,1,Home,Home,True,3,False,True,False
2025-04-06,74447,KC,BAL,-157,-143,2.0,-252,210,10.9,-139,-161,4,1,Home,Home,True,5,False,True,False
2025-04-06,74448,MIL,CIN,-194,164,-2.0,198,-239,11.0,-147,-153,8,2,Home,Home,True,10,False,True,False
2025-04-06,74449,MIN,HOU,-157,-143,2.0,-246,205,11.0,-153,-147,7,9,Away,Home,False,16,True,False,False
2025-04-06,74450,CHC,SD,-202,169,-2.0,205,-246,10.2,-139,-161,7,8,Away,Home,False,15,True,False,False
2025-04-06,74451,TEX,TB,-153,-147,2.0,-252,210,10.9,-147,-153,4,3,Home,Home,True,7,False,True,False
2025-04-06,74452,COL,ATH,-157,-143,2.0,-239,198,11.0,-147,-153,12,5,Home,Home,True,17,True,False,False
2025-04-06,74453,SF,SEA,-161,-139,2.0,-270,224,11.0,-170,143,5,4,Home,Home,True,9,False,True,False
2025-04-06,74454,LAA,CLE,-153,-147,2.0,-232,194,11.0,139,-166,6,2,Home,Home,True,8,False,True,False
2025-04-06,74440,BOS,STL,-177,150,-2.0,210,-252,11.0,-139,-161,5,4,Home,Home,True,9,False,True,False
2025-04-07,74456,DET,NYY,80,-96,0.6,-84,71,6.0,-70,-72,6,2,Home,Away,False,8,True,False,False
2025-04-07,74457,PIT,STL,-68,-74,0.6,-107,91,6.0,-66,-76,8,4,Home,Away,False,12,True,False,False
2025-04-07,74458,WSH,LAD,97,-116,0.6,-66,-76,6.0,65,-78,6,4,Home,Away,False,10,True,False,False
2025-04-07,74459,BOS,TOR,-84,71,-1.0,100,-120,6.0,-74,-68,2,6,Away,Home,False,8,True,False,False
2025-04-07,74460,NYM,MIA,-188,152,-1.0,-84,71,6.0,-78,65,2,0,Home,Home,True,2,False,True,False
2025-04-07,74461,KC,MIN,-78,65,0.6,-128,106,6.0,-66,-76,4,2,Home,Home,True,6,False,False,True
2025-04-07,74462,CHC,TEX,-84,71,-1.0,116,-141,6.0,-72,-70,7,0,Home,Home,True,7,True,False,False
2025-04-07,74455,ARI,BAL,-81,68,-1.0,104,-124,6.0,-68,-74,1,5,Away,Home,False,6,False,False,True
2025-04-07,74463,SEA,HOU,-107,91,-1.0,91,-107,6.0,-78,65,4,3,Home,Home,True,7,True,False,False
2025-04-07,74464,SF,CIN,-100,84,-1.0,97,-116,6.0,66,-79,0,2,Away,Home,False,2,False,True,False
2025-04-07,74465,ATH,SD,84,-100,0.6,-81,68,6.0,-66,-76,4,5,Away,Away,True,9,True,False,False
